,GELID,lat,lon,dep,e,n,z,azi1,dip1,sig1,azi2,dip2,sig2,azi3,dip3,sig3,NP,NS,CLID,LT,ML,SEDID,DateTime,Mw
1054,Main08071,47.58535,7.59369,4724,2.2,-82.4,370.0,72.9,23.4,46.0,12.5,-48.8,53.7,147.5,-31.7,79.7,54,41,---,DD,1.3,SED062,2006-12-07 18:45:05,1.7
1055,Main08116,47.58535,7.593610000000001,4324,-3.8,-82.4,-30.0,34.2,-2.6,26.6,305.4,24.6,36.2,298.6,-65.3,49.0,92,91,---,DD,1.4,SED063,2006-12-07 19:02:25,1.8
1056,Main08129,47.58743,7.5921199999999995,4186,116.3,148.6,-168.0,56.4,7.2,16.9,337.2,-56.1,25.0,141.8,-32.9,29.9,42,30,CL094,DD,,------,2006-12-07 19:06:01,1.4
1057,Main08134,47.58356,7.59468,4442,77.1,-281.3,88.0,30.6,2.5,12.1,299.2,28.9,18.1,305.0,-61.0,22.4,28,40,CL190,DD,,------,2006-12-07 19:07:59,0.7
1058,Main08143,47.58545,7.59329,4511,-27.9,-71.3,157.0,51.1,-9.4,30.0,311.0,-46.5,47.2,149.6,-42.0,73.0,75,42,---,DD,1.2,SED064,2006-12-07 19:11:39,1.6
1059,Main08154,47.58741,7.59232,4210,101.3,146.5,-144.0,24.8,-0.8,11.8,294.9,6.6,17.8,287.8,-83.3,23.2,55,55,CL290,DD,,------,2006-12-07 19:16:05,1.1
1060,Main08157,47.5842,7.594360000000001,4224,52.9,-210.2,-130.0,45.0,-7.5,2.9,316.9,14.3,4.3,288.1,-73.7,7.6,6,6,CL086,DG,,------,2006-12-07 19:17:51,0.6
1061,Main08165,47.58873,7.59306,4072,-45.9,293.3,-282.0,45.1,-0.5,2.8,315.2,9.3,3.6,312.2,-80.7,6.3,6,6,CL181,DG,,------,2006-12-07 19:20:08,0.7
1062,Main08166,47.5842,7.59485,4164,89.8,-210.1,-190.0,34.1,-1.9,2.9,304.5,13.5,4.1,296.3,-76.4,5.3,6,6,CL092,DG,,------,2006-12-07 19:21:02,0.7
1063,Main08177,47.58279,7.595389999999999,4573,130.7,-366.8,219.0,52.3,-6.9,2.6,324.6,18.1,4.5,302.3,-70.5,5.8,5,5,CL172,DG,,------,2006-12-07 19:25:44,0.7
1064,Main08185,47.58475,7.59519,4016,115.2,-148.9,-338.0,24.4,5.8,3.2,293.1,12.4,6.3,319.0,-76.2,9.0,5,5,CL138,DG,,------,2006-12-07 19:28:05,0.6
1065,Main08230,47.58586,7.59478,4006,84.1,-25.5,-348.0,55.7,-2.8,15.0,66.6,19.0,33.2,57.5,-70.8,47.4,42,43,CL213,DD,,------,2006-12-07 19:47:27,0.6
1066,Main08243,47.5855,7.593780000000001,4150,9.0,-65.7,-204.0,45.9,-8.1,2.6,137.1,-8.4,3.9,272.8,-78.3,5.8,6,6,CL023,DG,,------,2006-12-07 19:51:56,0.8
1067,Main08255,47.58612,7.59503,4030,102.9,3.4,-324.0,242.6,15.0,3.2,334.7,8.0,3.9,271.9,-72.9,7.1,6,6,CL014,DG,,------,2006-12-07 19:55:36,0.8
1068,Main08257,47.58572,7.59417,3858,38.3,-41.2,-496.0,56.8,-2.0,2.9,327.0,8.2,4.1,313.3,-81.6,6.9,5,5,CL071,DG,,------,2006-12-07 19:56:06,0.5
1069,Main08265,47.58583,7.59302,4450,-48.3,-29.1,96.0,61.4,-3.2,2.9,328.9,-37.8,5.5,155.5,-52.0,7.3,6,6,CL044,DG,,------,2006-12-07 19:59:09,0.8
1070,Main08266,47.58633,7.5939,4024,17.8,26.6,-330.0,58.4,-1.9,3.0,326.6,-44.5,5.9,150.3,-45.4,7.7,6,6,CL009,DG,,------,2006-12-07 19:59:17,0.8
1071,Main08277,47.58375,7.5942,4824,41.0,-260.2,470.0,50.0,-1.9,3.0,320.9,26.5,4.7,316.2,-63.4,6.4,6,6,CL018,DG,,------,2006-12-07 20:02:20,0.8
1072,Main08281,47.585409999999996,7.59363,4551,-2.3,-75.7,197.0,54.1,-7.7,2.9,325.8,12.2,4.2,292.4,-75.5,6.5,5,5,CL141,DG,,------,2006-12-07 20:03:24,0.6
1073,Main08284,47.583859999999994,7.59432,4230,50.0,-248.0,-124.0,54.7,-5.0,3.1,325.6,10.9,4.4,300.7,-78.0,7.9,6,6,CL155,DG,,------,2006-12-07 20:04:24,0.7
1074,Main08289,47.58534,7.593139999999999,4592,-39.1,-83.6,238.0,57.4,-5.3,3.2,328.7,13.8,4.8,306.7,-75.2,6.6,6,6,CL182,DG,,------,2006-12-07 20:06:39,0.7
1075,Main08291,47.58392,7.5942,4455,40.9,-241.3,101.0,45.1,-5.5,2.8,316.8,17.5,4.0,298.1,-71.6,5.1,6,6,CL097,DG,,------,2006-12-07 20:07:01,1.2
1076,Main08302,47.58348,7.59484,4520,89.2,-290.2,166.0,63.1,33.8,21.4,26.1,-50.0,27.5,140.0,-18.7,34.8,34,39,CL332,DD,,------,2006-12-07 20:11:02,0.6
1077,Main08304,47.5828,7.59541,4577,132.2,-365.7,223.0,51.2,-5.6,2.8,324.4,29.9,4.6,311.7,-59.4,6.5,5,5,CL172,DG,,------,2006-12-07 20:11:30,0.7
1078,Main08308,47.58272,7.59567,4299,151.8,-374.5,-55.0,55.2,-5.5,2.8,326.9,17.2,4.1,308.2,-71.9,5.2,6,6,CL325,DG,,------,2006-12-07 20:12:29,0.8
1079,Main08312,47.58688,7.5918600000000005,4536,135.7,87.4,182.0,49.0,-2.2,18.0,315.2,-60.3,23.5,140.3,-29.6,34.3,52,51,CL043,DD,,------,2006-12-07 20:13:48,0.8
1080,Main08313,47.58508,7.59422,4313,42.2,-112.3,-41.0,61.0,4.0,14.7,344.8,-73.5,25.1,149.8,-15.9,38.6,57,64,CL024,DD,,------,2006-12-07 20:14:12,0.8
1081,Main08335,47.58498,7.59513,4070,110.7,-123.3,-284.0,24.5,-3.5,4.8,293.5,-15.9,5.4,126.4,-73.7,7.7,5,5,CL347,DG,,------,2006-12-07 20:21:31,0.7
1082,Main08336,47.58575,7.59363,4338,-2.4,-37.9,-16.0,54.3,-2.6,3.1,322.0,-40.8,6.7,147.4,-49.1,9.1,4,4,CL124,DG,,------,2006-12-07 20:22:23,0.5
1083,Main08359,47.58423,7.594589999999999,4131,70.2,-206.8,-223.0,28.8,7.5,3.4,120.3,11.3,5.0,85.9,-76.4,6.6,6,6,CL060,DG,,------,2006-12-07 20:32:23,0.6
1084,Main08364,47.58804,7.593210000000001,4190,-34.4,216.6,-164.0,47.6,0.6,3.0,317.5,13.4,3.9,320.3,-76.6,6.2,6,6,CL163,DG,,------,2006-12-07 20:33:32,0.9
1085,Main08375,47.58748,7.592,4549,125.3,154.2,195.0,48.3,-2.0,2.8,318.5,7.3,4.2,302.6,-82.4,5.4,6,6,CL019,DG,,------,2006-12-07 20:37:11,0.6
1086,Main08384,47.58464,7.59485,3983,89.7,-161.2,-371.0,40.7,10.9,17.3,147.5,15.7,26.2,4.1,70.7,29.9,35,58,CL331,DD,,------,2006-12-07 20:39:46,0.7
1087,Main08392,47.586040000000004,7.594339999999999,4438,51.0,-5.6,84.0,49.5,1.2,4.1,320.0,-24.1,6.4,136.9,-65.9,7.7,6,6,CL326,DG,,------,2006-12-07 20:42:14,0.5
1088,Main08394,47.58335,7.59535,4259,127.6,-304.5,-95.0,167.0,-13.5,5.1,73.2,-15.5,7.0,296.1,-69.2,10.6,3,4,CL239,DG,,------,2006-12-07 20:43:14,0.5
1089,Main08403,47.5833,7.5951699999999995,4273,114.0,-310.1,-81.0,48.5,2.0,3.1,318.4,2.9,4.6,353.1,-86.5,7.0,5,5,CL205,DG,,------,2006-12-07 20:45:39,0.3
1090,Main08407,47.5833,7.595289999999999,4294,123.1,-310.1,-60.0,50.7,-7.1,2.7,140.6,0.5,4.4,226.7,-82.8,6.0,6,6,CL025,DG,,------,2006-12-07 20:46:57,0.6
1091,Main08408,47.58658,7.59277,4574,-67.2,54.2,220.0,48.4,2.4,3.0,317.8,14.0,4.5,327.9,-75.8,6.1,6,6,CL022,DG,,------,2006-12-07 20:47:37,0.8
1092,Main08409,47.58466,7.59456,4180,67.8,-159.0,-174.0,54.7,2.7,2.9,325.6,-18.4,4.9,136.5,-71.4,8.3,6,6,CL004a,DG,,------,2006-12-07 20:47:51,0.9
1093,Main08418,47.58314,7.59537,4394,129.1,-327.9,40.0,49.2,0.6,2.9,319.0,18.8,4.6,321.0,-71.2,7.4,4,6,CL279,DG,,------,2006-12-07 20:51:09,0.7
1094,Main08427,47.58703,7.5923,4460,102.7,104.2,106.0,42.9,2.3,3.7,312.0,21.2,4.5,318.7,-68.6,6.5,6,6,CL042,DG,,------,2006-12-07 20:54:52,0.8
1095,Main08428,47.58554,7.595339999999999,4077,126.3,-61.0,-277.0,46.3,-8.5,3.0,314.3,-13.2,5.0,168.2,-74.2,9.2,4,4,CL295,DG,,------,2006-12-07 20:55:57,0.4
1096,Main08445,47.585809999999995,7.594069999999999,3825,30.7,-31.2,-529.0,54.6,-0.3,2.8,324.6,9.7,4.0,322.8,-80.3,6.9,5,5,CL071,DG,,------,2006-12-07 21:00:43,0.5
1097,Main08462,47.58524,7.5931,4722,-42.1,-94.7,368.0,52.9,-6.9,3.0,326.0,23.7,4.3,307.7,-65.2,6.3,6,6,CL126,DG,,------,2006-12-07 21:06:13,0.7
1098,Main08473,47.58643,7.592630000000001,4395,-77.7,37.5,41.0,55.6,0.1,3.3,325.6,-22.2,6.8,145.3,-67.8,9.3,5,5,CL002,DG,,------,2006-12-07 21:10:04,0.7
1099,Main08477,47.58385,7.59405,4816,29.7,-249.1,462.0,53.3,-3.1,3.1,325.1,30.4,5.0,318.1,-59.4,6.4,6,6,CL018,DG,,------,2006-12-07 21:12:34,0.7
1100,Main08479,47.58358,7.5949800000000005,4516,99.7,-279.0,162.0,53.3,-2.5,3.0,323.9,12.7,4.4,312.4,-77.0,6.6,6,6,CL051,DG,,------,2006-12-07 21:13:30,0.8
1101,Main08484,47.5846,7.594239999999999,4272,43.8,-165.7,-82.0,62.3,0.5,17.6,72.1,24.6,23.1,73.3,-65.4,28.3,56,50,CL203,DD,,------,2006-12-07 21:14:44,0.9
1102,Main13492,47.585609999999996,7.5930100000000005,4302,-49.0,-53.6,-52.0,66.5,2.2,39.8,338.8,-45.6,50.1,154.4,-44.4,65.5,73,63,---,DD,0.9,SED065,2006-12-07 21:16:40,1.5
1103,Main08490,47.5847,7.5942,4344,40.8,-154.6,-10.0,8.1,12.8,13.5,285.6,-30.0,22.3,77.8,-56.9,28.1,53,48,CL162,DD,1.6,SED066,2006-12-07 21:17:04,1.9
1104,Main08493,47.5857,7.59358,4366,-6.1,-43.5,12.0,41.7,2.9,2.9,131.6,-1.8,4.4,9.3,-86.5,6.6,6,6,CL081,DG,,------,2006-12-07 21:18:05,0.9
1105,Main08501,47.58377,7.59415,4830,37.2,-258.0,476.0,54.2,-2.9,3.1,325.7,27.3,5.4,318.6,-62.5,6.8,5,5,CL018,DG,,------,2006-12-07 21:20:05,0.6
1106,Main08507,47.58829,7.59157,4372,157.9,244.2,18.0,56.1,-5.6,2.7,328.1,19.5,4.0,310.9,-69.7,5.2,6,6,CL132,DG,,------,2006-12-07 21:21:27,0.7
1107,Main08508,47.58728,7.5921199999999995,4547,116.3,132.0,193.0,55.9,-6.4,2.8,146.3,-2.9,3.9,260.3,-83.0,5.4,6,6,CL019,DG,,------,2006-12-07 21:22:18,0.7
1108,Main08523,47.58725,7.59293,4317,-55.3,128.8,-37.0,49.0,1.5,3.1,318.6,12.1,4.8,326.1,-77.8,8.2,5,5,CL049,DG,,------,2006-12-07 21:26:43,0.5
1109,Main08525,47.5838,7.59415,4833,37.2,-254.7,479.0,51.6,-1.8,3.2,322.3,19.8,5.2,316.6,-70.1,6.9,4,4,CL018,DG,,------,2006-12-07 21:28:02,0.5
1110,Main08526,47.58437,7.59495,4090,97.3,-191.2,-264.0,22.1,1.1,3.8,292.1,2.2,5.3,317.4,-87.5,8.2,4,6,CL060,DG,1.5,SED067,2006-12-07 21:28:39,1.6
1111,Main08530,47.58554,7.594860000000001,4128,90.2,-61.1,-226.0,69.1,0.0,3.2,339.1,6.5,4.0,339.4,-83.5,5.9,6,6,CL284,DG,,------,2006-12-07 21:29:42,0.8
1112,Main08533,47.58627,7.59329,4691,-28.0,19.8,337.0,61.6,-22.1,3.9,322.8,-20.6,5.3,194.0,-59.0,7.6,6,6,CL344,DG,,------,2006-12-07 21:32:23,0.7
1113,Main08544,47.5838,7.594189999999999,4816,40.2,-254.7,462.0,52.8,-4.6,3.2,325.6,30.6,5.0,315.1,-59.0,6.6,6,6,CL018,DG,,------,2006-12-07 21:39:28,0.6
1114,Main08546,47.584790000000005,7.59386,4706,15.2,-144.6,352.0,52.7,-4.5,3.0,318.8,-40.2,6.5,148.0,-49.5,7.3,6,6,CL067,DG,,------,2006-12-07 21:40:32,1.2
1115,Main08550,47.58542,7.59381,4147,11.3,-74.6,-207.0,216.3,4.1,3.4,126.7,-6.0,4.0,272.1,-82.7,5.5,5,5,CL023,DG,,------,2006-12-07 21:42:49,0.6
1116,Main08552,47.58876,7.59305,4075,-46.6,296.7,-279.0,63.4,-2.8,18.0,331.4,-34.6,26.8,157.4,-55.2,51.7,49,46,CL181,DD,,------,2006-12-07 21:43:44,1.0
1117,Main08560,47.5864,7.591469999999999,4430,165.0,34.0,76.0,39.3,-5.2,2.8,129.1,2.2,4.1,196.2,-84.3,5.3,6,6,CL113,DG,,------,2006-12-07 21:46:11,0.6
1118,Main08564,47.58475,7.5951699999999995,3993,113.7,-148.9,-361.0,354.2,-2.7,4.2,84.4,-5.2,7.1,236.9,-84.2,8.1,5,5,CL138,DG,,------,2006-12-07 21:47:01,0.4
1119,Main08565,47.58702,7.592280000000001,4459,104.2,103.1,105.0,29.0,7.4,3.4,295.6,24.2,4.7,314.9,-64.6,6.7,6,6,CL042,DG,,------,2006-12-07 21:47:45,0.8
1120,Main08567,47.58495,7.59495,3949,97.1,-126.7,-405.0,17.8,1.6,26.5,287.5,12.8,36.6,294.9,-77.1,48.1,62,66,---,DD,1.5,SED068,2006-12-07 21:48:43,1.6
1121,Main08574,47.58377,7.594110000000001,4831,34.2,-258.0,477.0,51.4,-1.5,3.2,322.0,23.0,5.2,317.7,-66.9,6.6,6,6,CL018,DG,,------,2006-12-07 21:52:35,0.8
1122,Main08577,47.58354,7.595039999999999,4522,104.2,-283.5,168.0,49.0,-1.8,2.9,319.3,10.3,4.5,309.4,-79.5,6.6,6,6,CL051,DG,,------,2006-12-07 21:53:10,0.8
1123,Main08587,47.58565,7.59422,3860,42.1,-49.0,-494.0,47.0,3.9,2.7,316.5,7.6,4.0,343.8,-81.4,8.6,4,5,CL071,DG,,------,2006-12-07 21:56:06,0.8
1124,Main08588,47.58435,7.59422,4212,42.3,-193.5,-142.0,47.3,-2.0,3.3,317.7,10.0,4.6,306.0,-79.8,8.5,6,6,CL200,DG,,------,2006-12-07 21:57:01,0.5
1125,Main08603,47.5846,7.59355,4546,-8.1,-165.8,192.0,51.0,-0.9,2.9,321.3,19.3,4.7,318.3,-70.7,6.4,6,6,CL065,DG,,------,2006-12-07 22:03:55,0.6
1126,Main08616,47.58465,7.59306,4624,-45.0,-160.3,270.0,53.8,1.8,3.3,325.0,-35.7,8.0,141.3,-54.2,9.3,4,4,CL166,DG,,------,2006-12-07 22:09:22,0.6
1127,Main08621,47.5874,7.592039999999999,4553,122.3,145.3,199.0,225.7,6.3,2.8,137.0,-11.1,4.1,286.8,-77.2,5.2,6,6,CL019,DG,,------,2006-12-07 22:12:43,1.1
1128,Main08625,47.58345,7.59484,4527,89.2,-293.5,173.0,61.7,1.3,3.7,332.0,-13.0,7.3,145.9,-77.0,8.3,4,5,CL332,DG,,------,2006-12-07 22:14:04,0.4
1129,Main08628,47.583709999999996,7.594130000000001,4825,35.7,-264.7,471.0,49.4,-2.0,3.0,320.6,29.8,5.2,316.0,-60.1,6.6,5,5,CL018,DG,,------,2006-12-07 22:14:30,0.4
1130,Main08629,47.58377,7.5942300000000005,4814,43.2,-258.0,460.0,49.9,-1.4,3.0,320.9,36.0,4.9,317.9,-54.0,6.0,6,6,CL018,DG,,------,2006-12-07 22:14:49,0.7
1131,Main08632,47.584509999999995,7.593560000000001,4542,-7.4,-175.8,188.0,48.5,-0.1,2.9,318.5,17.4,4.6,318.2,-72.6,6.0,6,6,CL065,DG,,------,2006-12-07 22:16:01,0.8
1132,Main08650,47.58317,7.59518,4726,114.8,-324.6,372.0,55.3,0.7,3.0,326.5,-59.3,7.5,144.9,-30.7,8.4,5,5,CL028,DG,,------,2006-12-07 22:22:49,0.6
1133,Main08651,47.58712,7.59668,4005,226.8,114.9,-349.0,51.9,-5.4,2.6,323.1,11.8,3.5,298.0,-77.0,5.9,6,6,CL246,DG,,------,2006-12-07 22:23:04,0.8
1134,Main08655,47.58832,7.59158,4361,157.1,247.5,7.0,58.8,-7.6,2.8,331.2,17.5,4.2,306.3,-70.8,5.2,6,6,CL132,DG,,------,2006-12-07 22:24:11,0.5
1135,Main08678,47.583259999999996,7.59523,4304,118.6,-314.6,-50.0,41.7,-1.1,2.9,311.8,9.3,4.4,305.2,-80.6,5.9,6,6,CL025,DG,,------,2006-12-07 22:33:49,0.8
1136,Main08679,47.584340000000005,7.594360000000001,4214,52.9,-194.6,-140.0,26.8,5.6,12.0,295.8,10.5,17.1,324.6,-78.1,23.0,48,46,CL301,DD,,------,2006-12-07 22:34:13,0.8
1137,Main08687,47.58413,7.59444,4163,58.9,-217.9,-191.0,53.9,-2.5,2.7,324.2,5.0,4.1,297.5,-84.4,6.2,6,6,CL232,DG,,------,2006-12-07 22:37:25,0.5
1138,Main08691,47.58297,7.595269999999999,4456,121.6,-346.8,102.0,31.9,0.4,17.5,301.6,36.5,23.5,302.4,-53.5,46.2,38,53,CL249,DD,,------,2006-12-07 22:38:33,0.8
1139,Main08697,47.58406,7.594310000000001,4706,49.2,-225.7,352.0,53.7,-7.2,12.1,330.9,44.7,17.4,316.6,-44.4,20.0,67,64,CL154,DD,1.1,SED069,2006-12-07 22:40:32,1.6
1140,Main08700,47.58745,7.592339999999999,4261,-99.8,150.9,-93.0,37.3,-3.8,13.0,306.9,-6.7,19.2,156.5,-82.3,26.6,49,36,CL170,DD,,------,2006-12-07 22:43:01,0.9
1141,Main08729,47.58702,7.592239999999999,4458,107.2,103.1,104.0,36.8,4.2,3.4,305.1,22.6,4.9,316.7,-67.0,6.6,6,6,CL042,DG,,------,2006-12-07 22:54:37,0.7
1142,Main08737,47.58575,7.594130000000001,3839,35.3,-37.8,-515.0,48.4,3.4,12.7,138.3,-2.0,15.6,17.5,-86.0,27.1,56,50,CL071,DD,1.6,SED070,2006-12-07 22:57:09,1.8
1143,Main08745,47.58569,7.594130000000001,4025,35.3,-44.5,-329.0,54.2,-8.3,15.7,315.9,-44.9,19.5,152.3,-44.0,40.2,47,32,CL176,DD,,------,2006-12-07 22:59:40,1.2
1144,Main08748,47.58808,7.593210000000001,4191,-34.5,221.1,-163.0,49.7,0.2,3.0,319.6,5.6,3.9,322.0,-84.4,6.1,6,6,CL163,DG,,------,2006-12-07 23:00:19,1.2
1145,Main08749,47.58294,7.595260000000001,4464,120.9,-350.1,110.0,50.1,-9.4,2.6,141.6,-9.1,4.3,275.2,-76.9,5.6,6,6,CL091,DG,,------,2006-12-07 23:00:52,0.7
1146,Main08757,47.58517,7.59346,4682,-15.0,-102.5,328.0,63.1,-4.2,3.0,324.0,-65.3,6.3,155.0,-24.3,7.6,6,6,CL257,DG,,------,2006-12-07 23:03:44,0.6
1147,Main08759,47.58795,7.59236,4233,-98.4,206.5,-121.0,45.0,-1.5,3.0,315.4,15.9,4.0,309.7,-74.0,5.7,6,6,CL010a,DG,,------,2006-12-07 23:04:00,0.9
1148,Main08767,47.58477,7.59515,3995,112.2,-146.7,-359.0,2.6,11.4,12.7,276.4,-18.1,18.8,61.9,-68.4,29.2,33,49,CL138,DD,,------,2006-12-07 23:06:44,0.7
1149,Main08768,47.58524,7.59478,3911,84.3,-94.5,-443.0,60.9,9.1,15.2,336.7,-32.0,19.0,137.0,-56.4,32.0,62,62,CL231,DD,1.4,SED071,2006-12-07 23:07:43,1.6
1150,Main08771,47.58511,7.5944199999999995,4146,57.2,-109.0,-208.0,50.1,-1.2,2.7,320.4,11.8,4.4,314.3,-78.1,6.7,6,6,CL021,DG,,------,2006-12-07 23:09:05,0.6
1151,Main08780,47.58831,7.59158,4368,157.1,246.4,14.0,57.6,-5.4,2.9,330.0,24.8,4.1,316.1,-64.6,5.5,6,6,CL132,DG,,------,2006-12-07 23:13:12,0.7
1152,Main08783,47.585229999999996,7.593210000000001,4723,-33.8,-95.8,369.0,54.6,-7.2,3.0,326.4,14.0,4.4,298.2,-74.1,6.0,6,6,CL126,DG,,------,2006-12-07 23:14:36,0.8
1153,Main08788,47.58321,7.59497,4342,99.0,-320.2,-12.0,239.5,8.7,2.7,146.4,19.5,4.9,352.4,68.5,5.8,6,6,CL087,DG,,------,2006-12-07 23:16:29,1.0
1154,Main08795,47.58656,7.593039999999999,4737,-46.9,52.0,383.0,49.2,-1.2,3.0,319.3,4.1,4.1,303.4,-85.7,5.2,6,6,CL280,DG,,------,2006-12-07 23:19:34,0.9
1155,Main08811,47.58737,7.59214,4439,114.8,142.0,85.0,56.3,4.8,3.9,327.2,-11.0,5.3,123.0,-78.0,8.9,4,4,CL027,DG,,------,2006-12-07 23:25:26,0.5
1156,Main08820,47.58545,7.596010000000001,3987,176.8,-70.9,-367.0,41.7,-12.3,14.6,127.2,19.9,20.6,161.5,-66.3,24.4,56,53,CL174,DD,,------,2006-12-07 23:29:38,0.9
1157,Main08825,47.58709,7.5918,4436,140.3,110.8,82.0,38.9,1.1,3.1,308.4,25.9,4.5,311.1,-64.1,6.9,6,6,CL079,DG,,------,2006-12-07 23:31:51,0.5
1158,Main08828,47.583529999999996,7.59505,4519,105.0,-284.6,165.0,49.6,-4.7,3.0,320.5,10.8,4.4,296.5,-78.2,6.2,6,6,CL051,DG,,------,2006-12-07 23:33:01,0.6
1159,Main08829,47.58522,7.59395,4072,21.8,-96.8,-282.0,62.8,-2.0,3.5,331.8,-25.2,6.2,157.0,-64.7,7.9,5,5,CL137,DG,,------,2006-12-07 23:33:08,0.6
1160,Main08839,47.58529,7.59392,4673,19.6,-89.0,319.0,51.6,-7.3,3.6,310.0,-57.7,6.1,146.0,-31.3,7.8,6,6,CL359,DG,,------,2006-12-07 23:36:43,0.8
1161,Main08852,47.5888,7.593030000000001,4075,-48.1,301.1,-279.0,48.9,1.1,3.0,318.6,13.5,3.8,323.3,-76.5,6.6,6,6,CL181,DG,,------,2006-12-07 23:41:27,0.9
1162,Main08853,47.58443,7.59391,4667,19.0,-184.7,313.0,56.1,-15.6,3.4,147.3,-4.5,4.5,252.9,-73.7,5.1,5,6,CL268,DG,,------,2006-12-07 23:41:52,0.5
1163,Main08864,47.58755,7.592789999999999,4296,-65.9,162.1,-58.0,47.6,-13.0,4.5,314.2,-14.6,6.7,177.7,-70.3,10.5,4,4,CL329,DG,,------,2006-12-07 23:46:00,0.7
1164,Main08870,47.58384,7.59388,4859,16.9,-250.3,505.0,54.1,-4.1,3.2,322.0,-27.6,7.4,151.9,-62.0,9.0,5,5,CL041,DG,,------,2006-12-07 23:48:12,0.6
1165,Main08878,47.58416,7.59425,4674,44.6,-214.6,320.0,58.0,-3.6,3.0,324.1,-47.4,5.9,151.3,-42.4,7.0,6,6,CL085,DG,,------,2006-12-07 23:51:09,0.7
1166,Main08894,47.5882,7.59058,4010,232.3,234.0,-344.0,51.7,-4.5,3.4,141.5,1.7,6.8,211.3,-85.2,12.9,4,4,CL189,DG,,------,2006-12-07 23:57:43,0.3
1167,Main08897,47.58703,7.59227,4454,104.9,104.2,100.0,31.4,6.0,3.4,299.2,19.9,4.9,317.4,-69.2,6.2,6,6,CL042,DG,,------,2006-12-07 23:58:30,0.8
1168,Main08902,47.58291,7.59515,4438,112.6,-353.5,84.0,48.2,-9.1,2.8,320.9,16.5,4.1,290.5,-71.1,5.7,6,6,CL091,DG,,------,2006-12-08 00:00:14,0.7
1169,Main08908,47.58226,7.596480000000001,4252,212.8,-425.6,-102.0,43.0,-4.3,2.9,313.5,7.1,4.4,282.1,-81.7,6.6,4,4,CL104,DG,,------,2006-12-08 00:02:02,0.5
1170,Main08913,47.58378,7.594010000000001,4725,26.7,-256.9,371.0,46.1,-17.4,16.4,330.6,38.8,24.1,297.1,-46.1,44.5,67,54,CL212,DD,,------,2006-12-08 00:03:56,0.9
1171,Main08917,47.584920000000004,7.59347,4320,-14.2,-130.2,-34.0,56.0,-6.3,2.8,146.2,-1.8,4.0,252.0,-83.4,5.1,6,6,CL183,DG,,------,2006-12-08 00:04:43,0.6
1172,Main08919,47.58465,7.595210000000001,4003,116.7,-160.0,-351.0,15.8,6.9,3.4,287.0,-9.4,4.9,70.4,-78.3,7.3,6,6,CL138,DG,,------,2006-12-08 00:05:05,0.5
1173,Main08928,47.58657,7.592569999999999,4382,-82.3,53.1,28.0,55.2,1.3,3.2,326.1,-33.7,6.7,143.3,-56.3,7.7,6,6,CL002,DG,,------,2006-12-08 00:08:05,0.6
1174,Main08929,47.586,7.593319999999999,4404,-25.7,-10.2,50.0,44.9,-5.5,2.8,316.0,12.0,4.1,290.8,-76.8,6.5,4,5,CL005,DG,,------,2006-12-08 00:08:31,0.6
1175,Main08932,47.5831,7.595210000000001,4715,117.1,-332.4,361.0,63.6,40.2,21.8,27.9,-43.8,27.7,136.9,-18.8,42.5,76,60,CL028,DD,,------,2006-12-08 00:09:14,1.1
1176,Main08944,47.58532,7.5931,4355,-42.1,-85.8,1.0,62.5,-9.1,3.0,326.2,-34.3,5.4,165.4,-54.2,7.0,6,6,CL080,DG,,------,2006-12-08 00:13:21,0.8
1177,Main08947,47.586009999999995,7.59255,3947,-83.6,-9.2,-407.0,52.3,-3.8,3.4,321.8,-6.9,4.9,171.4,-82.1,9.4,6,6,CL233,DG,,------,2006-12-08 00:13:47,0.8
1178,Main08953,47.584179999999996,7.59432,4226,49.9,-212.4,-128.0,48.1,-6.1,2.9,138.9,-7.4,4.3,278.9,-80.4,6.5,5,5,CL086,DG,,------,2006-12-08 00:15:49,0.4
1179,Main08955,47.58583,7.5930100000000005,4448,-49.0,-29.1,94.0,56.9,-3.4,3.0,323.9,-42.0,6.2,150.6,-47.8,7.6,5,6,CL044,DG,,------,2006-12-08 00:16:35,0.8
1180,Main08957,47.584179999999996,7.594989999999999,4197,100.3,-212.3,-157.0,43.6,-6.0,2.8,133.9,-2.7,4.3,247.9,-83.4,5.6,6,6,CL088,DG,,------,2006-12-08 00:17:04,0.7
1181,Main08958,47.58422,7.594810000000001,4162,86.8,-207.9,-192.0,41.2,-4.3,2.8,131.6,-5.4,4.3,273.4,-83.1,5.4,6,6,CL092,DG,,------,2006-12-08 00:17:14,0.8
1182,Main08959,47.58535,7.5926,4447,-79.8,-82.6,93.0,353.4,-11.9,5.3,82.7,3.6,6.0,156.0,-77.6,9.6,5,5,CL103,DG,,------,2006-12-08 00:17:31,0.5
1183,Main08965,47.58635,7.5949800000000005,4022,99.1,29.0,-332.0,235.6,13.5,3.3,148.3,-11.1,3.8,276.3,-72.4,6.8,5,5,CL014,DG,,------,2006-12-08 00:19:29,0.3
1184,Main08971,47.585440000000006,7.593430000000001,4470,-17.3,-72.4,116.0,51.0,-2.0,3.3,319.2,-41.6,6.2,143.2,-48.3,7.6,5,5,CL034,DG,,------,2006-12-08 00:22:09,0.3
